timestamp,variant,profile,rep,prompt_n,prompt_ms,prompt_per_second,predicted_n,predicted_ms,predicted_per_second,accept_rate,error
2026-07-06T16:53:42Z,dflash,warmup,0,19,1974.459,9.622889105319482,16,2200.05,7.272561987227562,,
2026-07-06T16:53:47Z,dflash,reason,1,76,1151.518,65.99983673724596,1024,127042.215,8.060312865294422,,
2026-07-06T16:55:56Z,dflash,reason,2,76,1270.144,59.835735160737684,1024,127739.643,8.016305478480161,,
