timestamp,backend,rep,prompt_n,prompt_ms,prompt_per_second,predicted_n,predicted_ms,predicted_per_second,error
2026-07-14T10:01:24Z,llama,0,7,104.524,66.9702652022502,8,204.501,39.11961310702637,
2026-07-14T10:01:34Z,llama,1,25885,47397.242,546.1288232762573,10000,329529.898,30.34626011385468,
2026-07-14T10:07:52Z,13de8e91-5cc7-4971-9181-6d0e34c98387,0,7,68.701,101.89080217172967,8,147.346,54.293974726154765,
2026-07-14T10:08:04Z,13de8e91-5cc7-4971-9181-6d0e34c98387,1,25885,47594.037,543.8706533761782,1240,19975.616,62.07568267231407,
